,Antecedent,Consequent,Confidence_score
40304,"('1', '13969.0', '564356')","('8/24/2011 15:47',)",1.0
40305,"('1', '13969.0', '8/24/2011 15:47')","('564356',)",1.0
40306,"('1', '564356', '8/24/2011 15:47')","('13969.0',)",1.0
40307,"('568191',)","('16655.0', '9/25/2011 14:37')",1.0
40308,"('16655.0', '568191')","('9/25/2011 14:37',)",1.0
40309,"('16655.0', '9/25/2011 14:37')","('568191',)",1.0
40310,"('568191', '9/25/2011 14:37')","('16655.0',)",1.0
40311,"('570455',)","('10/10/2011 15:27', '14529.0')",1.0
40312,"('1', '570455')","('10/10/2011 15:27', '14529.0')",1.0
40313,"('10/10/2011 15:27',)","('14529.0', '570455')",1.0
40314,"('10/10/2011 15:27', '14529.0')","('570455',)",1.0
40315,"('10/10/2011 15:27', '570455')","('14529.0',)",1.0
40316,"('14529.0', '570455')","('10/10/2011 15:27',)",1.0
40317,"('1', '10/10/2011 15:27')","('14529.0', '570455')",1.0
40318,"('1', '10/10/2011 15:27', '14529.0')","('570455',)",1.0
40319,"('1', '10/10/2011 15:27', '570455')","('14529.0',)",1.0
40320,"('1', '14529.0', '570455')","('10/10/2011 15:27',)",1.0
40321,"('21116',)","('4.95', 'OWL DOORSTOP')",0.9775280898876404
40322,"('21116', '3')","('4.95', 'OWL DOORSTOP')",1.0
40323,"('OWL DOORSTOP',)","('21116', '4.95')",0.9775280898876404
40324,"('21116', '4.95')","('OWL DOORSTOP',)",1.0
40325,"('21116', 'OWL DOORSTOP')","('4.95',)",0.9775280898876404
40326,"('4.95', 'OWL DOORSTOP')","('21116',)",1.0
40327,"('3', 'OWL DOORSTOP')","('21116', '4.95')",1.0
40328,"('21116', '3', '4.95')","('OWL DOORSTOP',)",1.0
40329,"('21116', '3', 'OWL DOORSTOP')","('4.95',)",1.0
40330,"('3', '4.95', 'OWL DOORSTOP')","('21116',)",1.0
40331,"('1', '22364')","('2.95', 'GLASS JAR DIGESTIVE BISCUITS')",0.9705882352941176
40332,"('1', 'GLASS JAR DIGESTIVE BISCUITS')","('2.95', '22364')",0.9705882352941176
40333,"('1', '2.95', '22364')","('GLASS JAR DIGESTIVE BISCUITS',)",1.0
40334,"('1', '2.95', 'GLASS JAR DIGESTIVE BISCUITS')","('22364',)",1.0
40335,"('1', '22364', 'GLASS JAR DIGESTIVE BISCUITS')","('2.95',)",0.9705882352941176
40336,"('2.95', '22364')","('GLASS JAR DIGESTIVE BISCUITS',)",1.0
40337,"('2.95', 'GLASS JAR DIGESTIVE BISCUITS')","('22364',)",1.0
40338,"('22364', 'GLASS JAR DIGESTIVE BISCUITS')","('2.95',)",0.8314606741573034
40339,"('22185',)","('1.65', 'SLATE TILE NATURAL HANGING')",0.9101123595505618
40340,"('12', '22185')","('1.65', 'SLATE TILE NATURAL HANGING')",1.0
40341,"('SLATE TILE NATURAL HANGING',)","('1.65', '22185')",0.9101123595505618
40342,"('1.65', '22185')","('SLATE TILE NATURAL HANGING',)",1.0
40343,"('1.65', 'SLATE TILE NATURAL HANGING')","('22185',)",1.0
40344,"('22185', 'SLATE TILE NATURAL HANGING')","('1.65',)",0.9101123595505618
40345,"('12', 'SLATE TILE NATURAL HANGING')","('1.65', '22185')",1.0
40346,"('1.65', '12', '22185')","('SLATE TILE NATURAL HANGING',)",1.0
40347,"('1.65', '12', 'SLATE TILE NATURAL HANGING')","('22185',)",1.0
40348,"('12', '22185', 'SLATE TILE NATURAL HANGING')","('1.65',)",1.0
40349,"('21781',)","('14.95', 'MA CAMPAGNE CUTLERY BOX')",0.9438202247191011
40350,"('1', '21781')","('14.95', 'MA CAMPAGNE CUTLERY BOX')",1.0
40351,"('MA CAMPAGNE CUTLERY BOX',)","('14.95', '21781')",0.9438202247191011
40352,"('14.95', '21781')","('MA CAMPAGNE CUTLERY BOX',)",1.0
40353,"('14.95', 'MA CAMPAGNE CUTLERY BOX')","('21781',)",1.0
40354,"('21781', 'MA CAMPAGNE CUTLERY BOX')","('14.95',)",0.9438202247191011
40355,"('1', 'MA CAMPAGNE CUTLERY BOX')","('14.95', '21781')",1.0
40356,"('1', '14.95', '21781')","('MA CAMPAGNE CUTLERY BOX',)",1.0
40357,"('1', '14.95', 'MA CAMPAGNE CUTLERY BOX')","('21781',)",1.0
40358,"('1', '21781', 'MA CAMPAGNE CUTLERY BOX')","('14.95',)",1.0
40359,"('0.42', '10135')","('COLOURING PENCILS BROWN TUBE',)",1.0
40360,"('10', '10135')","('1.25', 'COLOURING PENCILS BROWN TUBE')",1.0
40361,"('1.25', '10', '10135')","('COLOURING PENCILS BROWN TUBE',)",1.0
40362,"('1.25', '10', 'COLOURING PENCILS BROWN TUBE')","('10135',)",1.0
40363,"('10', '10135', 'COLOURING PENCILS BROWN TUBE')","('1.25',)",1.0
40364,"('1.25', '10135')","('COLOURING PENCILS BROWN TUBE',)",1.0
40365,"('1.25', 'COLOURING PENCILS BROWN TUBE')","('10135',)",1.0
40366,"('21875',)","('1.25', 'KINGS CHOICE MUG')",0.9325842696629213
40367,"('12', '21875')","('1.25', 'KINGS CHOICE MUG')",1.0
40368,"('KINGS CHOICE MUG',)","('1.25', '21875')",0.9325842696629213
40369,"('1.25', '21875')","('KINGS CHOICE MUG',)",1.0
40370,"('1.25', 'KINGS CHOICE MUG')","('21875',)",1.0
40371,"('21875', 'KINGS CHOICE MUG')","('1.25',)",0.9325842696629213
40372,"('12', 'KINGS CHOICE MUG')","('1.25', '21875')",1.0
40373,"('1.25', '12', '21875')","('KINGS CHOICE MUG',)",1.0
40374,"('1.25', '12', 'KINGS CHOICE MUG')","('21875',)",1.0
40375,"('12', '21875', 'KINGS CHOICE MUG')","('1.25',)",1.0
40376,"('0.42', '538827')","('12/14/2010 12:59', '14298.0')",1.0
40377,"('24', '538827')","('12/14/2010 12:59', '14298.0')",1.0
40378,"('0.42', '12/14/2010 12:59')","('14298.0', '538827')",1.0
40379,"('0.42', '12/14/2010 12:59', '14298.0')","('538827',)",1.0
40380,"('0.42', '12/14/2010 12:59', '538827')","('14298.0',)",1.0
40381,"('0.42', '14298.0', '538827')","('12/14/2010 12:59',)",1.0
40382,"('12/14/2010 12:59', '24')","('14298.0', '538827')",1.0
40383,"('12/14/2010 12:59', '14298.0', '24')","('538827',)",1.0
40384,"('12/14/2010 12:59', '24', '538827')","('14298.0',)",1.0
40385,"('14298.0', '24', '538827')","('12/14/2010 12:59',)",1.0
40386,"('12/14/2010 12:59', '14298.0')","('538827',)",1.0
40387,"('12/14/2010 12:59', '538827')","('14298.0',)",1.0
40388,"('14298.0', '538827')","('12/14/2010 12:59',)",1.0
40389,"('21084',)","('0.19', 'SET/6 COLLAGE PAPER CUPS')",0.8651685393258427
40390,"('21084', '24')","('0.19', 'SET/6 COLLAGE PAPER CUPS')",1.0
40391,"('SET/6 COLLAGE PAPER CUPS',)","('0.19', '21084')",0.8651685393258427
40392,"('0.19', '21084')","('SET/6 COLLAGE PAPER CUPS',)",1.0
40393,"('0.19', 'SET/6 COLLAGE PAPER CUPS')","('21084',)",1.0
40394,"('21084', 'SET/6 COLLAGE PAPER CUPS')","('0.19',)",0.8651685393258427
40395,"('24', 'SET/6 COLLAGE PAPER CUPS')","('0.19', '21084')",1.0
40396,"('0.19', '21084', '24')","('SET/6 COLLAGE PAPER CUPS',)",1.0
40397,"('0.19', '24', 'SET/6 COLLAGE PAPER CUPS')","('21084',)",1.0
40398,"('21084', '24', 'SET/6 COLLAGE PAPER CUPS')","('0.19',)",1.0
40399,"('542617',)","('1/30/2011 15:48', '17463.0')",1.0
40400,"('17463.0', '2')","('1/30/2011 15:48', '542617')",0.8857142857142857
40401,"('2', '542617')","('1/30/2011 15:48', '17463.0')",1.0
40402,"('1/30/2011 15:48',)","('17463.0', '542617')",1.0
40403,"('1/30/2011 15:48', '17463.0')","('542617',)",1.0
40404,"('1/30/2011 15:48', '542617')","('17463.0',)",1.0
40405,"('17463.0', '542617')","('1/30/2011 15:48',)",1.0
40406,"('1/30/2011 15:48', '2')","('17463.0', '542617')",1.0
40407,"('1/30/2011 15:48', '17463.0', '2')","('542617',)",1.0
40408,"('1/30/2011 15:48', '2', '542617')","('17463.0',)",1.0
40409,"('17463.0', '2', '542617')","('1/30/2011 15:48',)",1.0
40410,"('3/7/2011 14:51',)","('15752.0',)",0.898989898989899
40411,"('545872',)","('15752.0', '3/7/2011 14:51')",1.0
40412,"('15752.0', '3/7/2011 14:51')","('545872',)",1.0
40413,"('15752.0', '545872')","('3/7/2011 14:51',)",1.0
40414,"('3/7/2011 14:51', '545872')","('15752.0',)",1.0
40415,"('2', '3/7/2011 14:51')","('15752.0',)",1.0
40416,"('2', '545872')","('15752.0', '3/7/2011 14:51')",1.0
40417,"('15752.0', '2', '3/7/2011 14:51')","('545872',)",1.0
40418,"('15752.0', '2', '545872')","('3/7/2011 14:51',)",1.0
40419,"('2', '3/7/2011 14:51', '545872')","('15752.0',)",1.0
40420,"('1', '13357.0')","('3/27/2011 13:56', '547867')",1.0
40421,"('1', '547867')","('13357.0', '3/27/2011 13:56')",1.0
40422,"('13357.0', '2')","('3/27/2011 13:56', '547867')",1.0
40423,"('2', '547867')","('13357.0', '3/27/2011 13:56')",1.0
40424,"('1', '3/27/2011 13:56')","('13357.0', '547867')",1.0
40425,"('1', '13357.0', '3/27/2011 13:56')","('547867',)",1.0
40426,"('1', '13357.0', '547867')","('3/27/2011 13:56',)",1.0
40427,"('1', '3/27/2011 13:56', '547867')","('13357.0',)",1.0
40428,"('2', '3/27/2011 13:56')","('13357.0', '547867')",1.0
40429,"('13357.0', '2', '3/27/2011 13:56')","('547867',)",1.0
40430,"('13357.0', '2', '547867')","('3/27/2011 13:56',)",1.0
40431,"('2', '3/27/2011 13:56', '547867')","('13357.0',)",1.0
40432,"('13357.0', '3/27/2011 13:56')","('547867',)",1.0
40433,"('13357.0', '547867')","('3/27/2011 13:56',)",1.0
40434,"('3/27/2011 13:56', '547867')","('13357.0',)",1.0
40435,"('548011',)","('14646.0', '3/29/2011 11:14')",1.0
40436,"('3/29/2011 11:14',)","('14646.0', '548011')",1.0
40437,"('14646.0', '3/29/2011 11:14')","('548011',)",1.0
40438,"('14646.0', '548011')","('3/29/2011 11:14',)",1.0
40439,"('3/29/2011 11:14', '548011')","('14646.0',)",1.0
40440,"('2', '550477')","('17338.0', '4/18/2011 14:01')",1.0
40441,"('2', '4/18/2011 14:01')","('17338.0',)",0.84
40442,"('17338.0', '2', '4/18/2011 14:01')","('550477',)",1.0
40443,"('17338.0', '2', '550477')","('4/18/2011 14:01',)",1.0
40444,"('2', '4/18/2011 14:01', '550477')","('17338.0',)",1.0
40445,"('3', '550477')","('17338.0', '4/18/2011 14:01')",1.0
40446,"('3', '4/18/2011 14:01')","('17338.0',)",0.9142857142857143
40447,"('17338.0', '3', '4/18/2011 14:01')","('550477',)",1.0
40448,"('17338.0', '3', '550477')","('4/18/2011 14:01',)",1.0
40449,"('3', '4/18/2011 14:01', '550477')","('17338.0',)",1.0
40450,"('17338.0', '4/18/2011 14:01')","('550477',)",1.0
40451,"('17338.0', '550477')","('4/18/2011 14:01',)",1.0
40452,"('4/18/2011 14:01', '550477')","('17338.0',)",1.0
40453,"('2', '560650')","('15529.0', '7/20/2011 11:38')",1.0
40454,"('1', '560650')","('15529.0', '7/20/2011 11:38')",1.0
40455,"('2', '7/20/2011 11:38')","('15529.0', '560650')",1.0
40456,"('15529.0', '2', '560650')","('7/20/2011 11:38',)",1.0
40457,"('15529.0', '2', '7/20/2011 11:38')","('560650',)",1.0
40458,"('2', '560650', '7/20/2011 11:38')","('15529.0',)",1.0
40459,"('1', '7/20/2011 11:38')","('15529.0', '560650')",1.0
40460,"('1', '15529.0', '560650')","('7/20/2011 11:38',)",1.0
40461,"('1', '15529.0', '7/20/2011 11:38')","('560650',)",1.0
40462,"('1', '560650', '7/20/2011 11:38')","('15529.0',)",1.0
40463,"('15529.0', '560650')","('7/20/2011 11:38',)",1.0
40464,"('15529.0', '7/20/2011 11:38')","('560650',)",1.0
40465,"('560650', '7/20/2011 11:38')","('15529.0',)",1.0
40466,"('561600',)","('15861.0', '7/28/2011 11:29')",1.0
40467,"('7/28/2011 11:29',)","('15861.0',)",0.9888888888888889
40468,"('15861.0', '561600')","('7/28/2011 11:29',)",1.0
40469,"('15861.0', '7/28/2011 11:29')","('561600',)",1.0
40470,"('561600', '7/28/2011 11:29')","('15861.0',)",1.0
40471,"('2', '561600')","('15861.0', '7/28/2011 11:29')",1.0
40472,"('2', '7/28/2011 11:29')","('15861.0',)",1.0
40473,"('15861.0', '2', '561600')","('7/28/2011 11:29',)",1.0
40474,"('15861.0', '2', '7/28/2011 11:29')","('561600',)",1.0
40475,"('2', '561600', '7/28/2011 11:29')","('15861.0',)",1.0
40476,"('23351',)","('1.25', ""ROLL WRAP 50'S CHRISTMAS"")",0.9550561797752809
40477,"('12', '23351')","('1.25', ""ROLL WRAP 50'S CHRISTMAS"")",1.0
40478,"(""ROLL WRAP 50'S CHRISTMAS"",)","('1.25', '23351')",0.9550561797752809
40479,"('1.25', '23351')","(""ROLL WRAP 50'S CHRISTMAS"",)",1.0
40480,"('1.25', ""ROLL WRAP 50'S CHRISTMAS"")","('23351',)",1.0
40481,"('23351', ""ROLL WRAP 50'S CHRISTMAS"")","('1.25',)",0.9550561797752809
40482,"('12', ""ROLL WRAP 50'S CHRISTMAS"")","('1.25', '23351')",1.0
40483,"('1.25', '12', '23351')","(""ROLL WRAP 50'S CHRISTMAS"",)",1.0
40484,"('1.25', '12', ""ROLL WRAP 50'S CHRISTMAS"")","('23351',)",1.0
40485,"('12', '23351', ""ROLL WRAP 50'S CHRISTMAS"")","('1.25',)",1.0
40486,"('562608',)","('15502.0', '8/8/2011 11:45')",1.0
40487,"('15502.0', '562608')","('8/8/2011 11:45',)",1.0
40488,"('15502.0', '8/8/2011 11:45')","('562608',)",1.0
40489,"('562608', '8/8/2011 11:45')","('15502.0',)",1.0
40490,"('24', '562608')","('15502.0', '8/8/2011 11:45')",1.0
40491,"('24', '8/8/2011 11:45')","('15502.0',)",0.8333333333333334
40492,"('15502.0', '24', '562608')","('8/8/2011 11:45',)",1.0
40493,"('15502.0', '24', '8/8/2011 11:45')","('562608',)",1.0
40494,"('24', '562608', '8/8/2011 11:45')","('15502.0',)",1.0
40495,"('3', '565434')","('12867.0', '9/4/2011 13:35')",1.0
40496,"('0.42', '565434')","('12867.0', '9/4/2011 13:35')",1.0
40497,"('3', '9/4/2011 13:35')","('12867.0', '565434')",1.0
40498,"('12867.0', '3', '565434')","('9/4/2011 13:35',)",1.0
40499,"('12867.0', '3', '9/4/2011 13:35')","('565434',)",1.0
40500,"('3', '565434', '9/4/2011 13:35')","('12867.0',)",1.0
40501,"('0.42', '9/4/2011 13:35')","('12867.0', '565434')",1.0
40502,"('0.42', '12867.0', '565434')","('9/4/2011 13:35',)",1.0
40503,"('0.42', '12867.0', '9/4/2011 13:35')","('565434',)",1.0
40504,"('0.42', '565434', '9/4/2011 13:35')","('12867.0',)",1.0
40505,"('12867.0', '565434')","('9/4/2011 13:35',)",1.0
40506,"('12867.0', '9/4/2011 13:35')","('565434',)",1.0
40507,"('565434', '9/4/2011 13:35')","('12867.0',)",1.0
40508,"('16460.0', '2')","('568657', '9/28/2011 12:22')",1.0
40509,"('2', '568657')","('16460.0', '9/28/2011 12:22')",1.0
40510,"('1', '16460.0')","('568657', '9/28/2011 12:22')",1.0
40511,"('1', '568657')","('16460.0', '9/28/2011 12:22')",1.0
40512,"('2', '9/28/2011 12:22')","('16460.0', '568657')",1.0
40513,"('16460.0', '2', '568657')","('9/28/2011 12:22',)",1.0
40514,"('16460.0', '2', '9/28/2011 12:22')","('568657',)",1.0
40515,"('2', '568657', '9/28/2011 12:22')","('16460.0',)",1.0
40516,"('1', '9/28/2011 12:22')","('16460.0', '568657')",1.0
40517,"('1', '16460.0', '568657')","('9/28/2011 12:22',)",1.0
40518,"('1', '16460.0', '9/28/2011 12:22')","('568657',)",1.0
40519,"('1', '568657', '9/28/2011 12:22')","('16460.0',)",1.0
40520,"('16460.0', '568657')","('9/28/2011 12:22',)",1.0
40521,"('16460.0', '9/28/2011 12:22')","('568657',)",1.0
40522,"('568657', '9/28/2011 12:22')","('16460.0',)",1.0
40523,"('569568',)","('10/5/2011 9:57', '12700.0')",1.0
40524,"('10/5/2011 9:57',)","('12700.0', '569568')",1.0
40525,"('10/5/2011 9:57', '12700.0')","('569568',)",1.0
40526,"('10/5/2011 9:57', '569568')","('12700.0',)",1.0
40527,"('12700.0', '569568')","('10/5/2011 9:57',)",1.0
40528,"('22812',)","('1.95', 'PACK 3 BOXES CHRISTMAS PANNETONE')",0.8777777777777778
40529,"('12', '22812')","('1.95', 'PACK 3 BOXES CHRISTMAS PANNETONE')",1.0
40530,"('PACK 3 BOXES CHRISTMAS PANNETONE',)","('1.95', '22812')",0.8777777777777778
40531,"('1.95', '22812')","('PACK 3 BOXES CHRISTMAS PANNETONE',)",1.0
40532,"('1.95', 'PACK 3 BOXES CHRISTMAS PANNETONE')","('22812',)",1.0
40533,"('22812', 'PACK 3 BOXES CHRISTMAS PANNETONE')","('1.95',)",0.8777777777777778
40534,"('12', 'PACK 3 BOXES CHRISTMAS PANNETONE')","('1.95', '22812')",1.0
40535,"('1.95', '12', '22812')","('PACK 3 BOXES CHRISTMAS PANNETONE',)",1.0
40536,"('1.95', '12', 'PACK 3 BOXES CHRISTMAS PANNETONE')","('22812',)",1.0
40537,"('12', '22812', 'PACK 3 BOXES CHRISTMAS PANNETONE')","('1.95',)",1.0
40538,"('22378', '5')","('2.1', 'WALL TIDY RETROSPOT ')",1.0
40539,"('5', 'WALL TIDY RETROSPOT ')","('2.1', '22378')",1.0
40540,"('2.1', '22378', '5')","('WALL TIDY RETROSPOT ',)",1.0
40541,"('2.1', '5', 'WALL TIDY RETROSPOT ')","('22378',)",1.0
40542,"('22378', '5', 'WALL TIDY RETROSPOT ')","('2.1',)",1.0
40543,"('0.85', '22378')","('WALL TIDY RETROSPOT ',)",1.0
40544,"('0.85', 'WALL TIDY RETROSPOT ')","('22378',)",1.0
40545,"('2.1', '22378')","('WALL TIDY RETROSPOT ',)",1.0
40546,"('2.1', 'WALL TIDY RETROSPOT ')","('22378',)",1.0
40547,"('1', 'METAL SIGN,CUPCAKE SINGLE HOOK')","('1.25',)",1.0
40548,"('10', '17682.0')","('1.65',)",1.0
40549,"('17406.0',)","('1/10/2011 14:57', '540647')",0.8035714285714286
40550,"('540647',)","('1/10/2011 14:57', '17406.0')",1.0
40551,"('17406.0', '2')","('1/10/2011 14:57', '540647')",0.9523809523809523
40552,"('2', '540647')","('1/10/2011 14:57', '17406.0')",1.0
40553,"('1/10/2011 14:57',)","('17406.0', '540647')",1.0
40554,"('1/10/2011 14:57', '17406.0')","('540647',)",1.0
40555,"('1/10/2011 14:57', '540647')","('17406.0',)",1.0
40556,"('17406.0', '540647')","('1/10/2011 14:57',)",1.0
40557,"('1/10/2011 14:57', '2')","('17406.0', '540647')",1.0
40558,"('1/10/2011 14:57', '17406.0', '2')","('540647',)",1.0
40559,"('1/10/2011 14:57', '2', '540647')","('17406.0',)",1.0
40560,"('17406.0', '2', '540647')","('1/10/2011 14:57',)",1.0
40561,"('2', '541855')","('1/23/2011 14:59', '13742.0')",1.0
40562,"('1', '541855')","('1/23/2011 14:59', '13742.0')",1.0
40563,"('1/23/2011 14:59', '2')","('13742.0', '541855')",1.0
40564,"('1/23/2011 14:59', '13742.0', '2')","('541855',)",1.0
40565,"('1/23/2011 14:59', '2', '541855')","('13742.0',)",1.0
40566,"('13742.0', '2', '541855')","('1/23/2011 14:59',)",1.0
40567,"('1', '1/23/2011 14:59')","('13742.0', '541855')",1.0
40568,"('1', '1/23/2011 14:59', '13742.0')","('541855',)",1.0
40569,"('1', '1/23/2011 14:59', '541855')","('13742.0',)",1.0
40570,"('1', '13742.0', '541855')","('1/23/2011 14:59',)",1.0
40571,"('1/23/2011 14:59', '13742.0')","('541855',)",1.0
40572,"('1/23/2011 14:59', '541855')","('13742.0',)",1.0
40573,"('13742.0', '541855')","('1/23/2011 14:59',)",1.0
40574,"('2', '546429')","('17611.0', '3/13/2011 15:25')",1.0
40575,"('1', '546429')","('17611.0', '3/13/2011 15:25')",1.0
40576,"('2', '3/13/2011 15:25')","('17611.0', '546429')",1.0
40577,"('17611.0', '2', '3/13/2011 15:25')","('546429',)",1.0
40578,"('17611.0', '2', '546429')","('3/13/2011 15:25',)",1.0
40579,"('2', '3/13/2011 15:25', '546429')","('17611.0',)",1.0
40580,"('1', '3/13/2011 15:25')","('17611.0', '546429')",1.0
40581,"('1', '17611.0', '3/13/2011 15:25')","('546429',)",1.0
40582,"('1', '17611.0', '546429')","('3/13/2011 15:25',)",1.0
40583,"('1', '3/13/2011 15:25', '546429')","('17611.0',)",1.0
40584,"('17611.0', '3/13/2011 15:25')","('546429',)",1.0
40585,"('17611.0', '546429')","('3/13/2011 15:25',)",1.0
40586,"('3/13/2011 15:25', '546429')","('17611.0',)",1.0
40587,"('557621',)","('12444.0', '6/21/2011 14:00')",1.0
40588,"('12', '557621')","('12444.0', '6/21/2011 14:00')",1.0
40589,"('6/21/2011 14:00',)","('12444.0', '557621')",1.0
40590,"('12444.0', '557621')","('6/21/2011 14:00',)",1.0
40591,"('12444.0', '6/21/2011 14:00')","('557621',)",1.0
40592,"('557621', '6/21/2011 14:00')","('12444.0',)",1.0
40593,"('12', '6/21/2011 14:00')","('12444.0', '557621')",1.0
40594,"('12', '12444.0', '557621')","('6/21/2011 14:00',)",1.0
40595,"('12', '12444.0', '6/21/2011 14:00')","('557621',)",1.0
40596,"('12', '557621', '6/21/2011 14:00')","('12444.0',)",1.0
40597,"('564856',)","('12477.0', '8/31/2011 9:11')",1.0
40598,"('12', '564856')","('12477.0', '8/31/2011 9:11')",1.0
40599,"('8/31/2011 9:11',)","('12477.0', '564856')",1.0
40600,"('12477.0', '564856')","('8/31/2011 9:11',)",1.0
40601,"('12477.0', '8/31/2011 9:11')","('564856',)",1.0
40602,"('564856', '8/31/2011 9:11')","('12477.0',)",1.0
40603,"('12', '8/31/2011 9:11')","('12477.0', '564856')",1.0
40604,"('12', '12477.0', '564856')","('8/31/2011 9:11',)",1.0
40605,"('12', '12477.0', '8/31/2011 9:11')","('564856',)",1.0
40606,"('12', '564856', '8/31/2011 9:11')","('12477.0',)",1.0
40607,"('2', '23395')","('3.75', 'BELLE JARDINIERE CUSHION COVER')",1.0
40608,"('23395', '4')","('3.75', 'BELLE JARDINIERE CUSHION COVER')",1.0
40609,"('2', 'BELLE JARDINIERE CUSHION COVER')","('23395', '3.75')",1.0
40610,"('2', '23395', '3.75')","('BELLE JARDINIERE CUSHION COVER',)",1.0
40611,"('2', '23395', 'BELLE JARDINIERE CUSHION COVER')","('3.75',)",1.0
40612,"('2', '3.75', 'BELLE JARDINIERE CUSHION COVER')","('23395',)",1.0
40613,"('4', 'BELLE JARDINIERE CUSHION COVER')","('23395', '3.75')",1.0
40614,"('23395', '3.75', '4')","('BELLE JARDINIERE CUSHION COVER',)",1.0
40615,"('23395', '4', 'BELLE JARDINIERE CUSHION COVER')","('3.75',)",1.0
40616,"('3.75', '4', 'BELLE JARDINIERE CUSHION COVER')","('23395',)",1.0
40617,"('23395', '3.75')","('BELLE JARDINIERE CUSHION COVER',)",1.0
40618,"('23395', 'BELLE JARDINIERE CUSHION COVER')","('3.75',)",1.0
40619,"('3.75', 'BELLE JARDINIERE CUSHION COVER')","('23395',)",1.0
40620,"('567474', '6')","('13448.0', '9/20/2011 12:53')",1.0
40621,"('2', '567474')","('13448.0', '9/20/2011 12:53')",1.0
40622,"('6', '9/20/2011 12:53')","('13448.0', '567474')",1.0
40623,"('13448.0', '567474', '6')","('9/20/2011 12:53',)",1.0
40624,"('13448.0', '6', '9/20/2011 12:53')","('567474',)",1.0
40625,"('567474', '6', '9/20/2011 12:53')","('13448.0',)",1.0
40626,"('2', '9/20/2011 12:53')","('13448.0', '567474')",1.0
40627,"('13448.0', '2', '567474')","('9/20/2011 12:53',)",1.0
40628,"('13448.0', '2', '9/20/2011 12:53')","('567474',)",1.0
40629,"('2', '567474', '9/20/2011 12:53')","('13448.0',)",1.0
40630,"('13448.0', '567474')","('9/20/2011 12:53',)",1.0
40631,"('13448.0', '9/20/2011 12:53')","('567474',)",1.0
40632,"('567474', '9/20/2011 12:53')","('13448.0',)",1.0
40633,"('4', '570598')","('10/11/2011 11:55', '14175.0')",1.0
40634,"('12', '570598')","('10/11/2011 11:55', '14175.0')",1.0
40635,"('10/11/2011 11:55', '4')","('14175.0', '570598')",1.0
40636,"('10/11/2011 11:55', '14175.0', '4')","('570598',)",1.0
40637,"('10/11/2011 11:55', '4', '570598')","('14175.0',)",1.0
40638,"('14175.0', '4', '570598')","('10/11/2011 11:55',)",1.0
40639,"('10/11/2011 11:55', '12')","('14175.0', '570598')",1.0
40640,"('10/11/2011 11:55', '12', '14175.0')","('570598',)",1.0
40641,"('10/11/2011 11:55', '12', '570598')","('14175.0',)",1.0
40642,"('12', '14175.0', '570598')","('10/11/2011 11:55',)",1.0
40643,"('10/11/2011 11:55', '14175.0')","('570598',)",1.0
40644,"('10/11/2011 11:55', '570598')","('14175.0',)",1.0
40645,"('14175.0', '570598')","('10/11/2011 11:55',)",1.0
40646,"('21622',)","('4.95', 'VINTAGE UNION JACK CUSHION COVER')",0.989010989010989
40647,"('21622', '4')","('4.95', 'VINTAGE UNION JACK CUSHION COVER')",1.0
40648,"('VINTAGE UNION JACK CUSHION COVER',)","('21622', '4.95')",0.989010989010989
40649,"('21622', '4.95')","('VINTAGE UNION JACK CUSHION COVER',)",1.0
40650,"('21622', 'VINTAGE UNION JACK CUSHION COVER')","('4.95',)",0.989010989010989
40651,"('4.95', 'VINTAGE UNION JACK CUSHION COVER')","('21622',)",1.0
40652,"('4', 'VINTAGE UNION JACK CUSHION COVER')","('21622', '4.95')",1.0
40653,"('21622', '4', '4.95')","('VINTAGE UNION JACK CUSHION COVER',)",1.0
40654,"('21622', '4', 'VINTAGE UNION JACK CUSHION COVER')","('4.95',)",1.0
40655,"('4', '4.95', 'VINTAGE UNION JACK CUSHION COVER')","('21622',)",1.0
40656,"('22537',)","('0.42', 'MAGIC DRAWING SLATE DINOSAUR')",1.0
40657,"('22537', '24')","('0.42', 'MAGIC DRAWING SLATE DINOSAUR')",1.0
40658,"('MAGIC DRAWING SLATE DINOSAUR',)","('0.42', '22537')",1.0
40659,"('0.42', '22537')","('MAGIC DRAWING SLATE DINOSAUR',)",1.0
40660,"('0.42', 'MAGIC DRAWING SLATE DINOSAUR')","('22537',)",1.0
40661,"('22537', 'MAGIC DRAWING SLATE DINOSAUR')","('0.42',)",1.0
40662,"('24', 'MAGIC DRAWING SLATE DINOSAUR')","('0.42', '22537')",1.0
40663,"('0.42', '22537', '24')","('MAGIC DRAWING SLATE DINOSAUR',)",1.0
40664,"('0.42', '24', 'MAGIC DRAWING SLATE DINOSAUR')","('22537',)",1.0
40665,"('22537', '24', 'MAGIC DRAWING SLATE DINOSAUR')","('0.42',)",1.0
40666,"('21794', '8')","('3.95', 'CLASSIC FRENCH STYLE BASKET NATURAL')",1.0
40667,"('1', '21794')","('CLASSIC FRENCH STYLE BASKET NATURAL',)",1.0
40668,"('1', 'CLASSIC FRENCH STYLE BASKET NATURAL')","('21794',)",1.0
40669,"('8', 'CLASSIC FRENCH STYLE BASKET NATURAL')","('21794', '3.95')",1.0
40670,"('21794', '3.95', '8')","('CLASSIC FRENCH STYLE BASKET NATURAL',)",1.0
40671,"('21794', '8', 'CLASSIC FRENCH STYLE BASKET NATURAL')","('3.95',)",1.0
