,Antecedent,Consequent,Confidence_score
12726,"('16657.0', '559984')","('7/14/2011 11:45',)",1.0
12727,"('16657.0', '7/14/2011 11:45')","('559984',)",1.0
12728,"('559984', '7/14/2011 11:45')","('16657.0',)",1.0
12729,"('1', '7/14/2011 11:45')","('16657.0', '559984')",1.0
12730,"('1', '16657.0', '559984')","('7/14/2011 11:45',)",1.0
12731,"('1', '16657.0', '7/14/2011 11:45')","('559984',)",1.0
12732,"('1', '559984', '7/14/2011 11:45')","('16657.0',)",1.0
12733,"('561192',)","('16033.0', '7/25/2011 13:45')",1.0
12734,"('7/25/2011 13:45',)","('16033.0', '561192')",1.0
12735,"('16033.0', '561192')","('7/25/2011 13:45',)",1.0
12736,"('16033.0', '7/25/2011 13:45')","('561192',)",1.0
12737,"('561192', '7/25/2011 13:45')","('16033.0',)",1.0
12738,"('561897',)","('17841.0', '7/31/2011 15:24')",1.0
12739,"('1', '561897')","('17841.0', '7/31/2011 15:24')",1.0
12740,"('7/31/2011 15:24',)","('17841.0', '561897')",1.0
12741,"('17841.0', '561897')","('7/31/2011 15:24',)",1.0
12742,"('17841.0', '7/31/2011 15:24')","('561897',)",1.0
12743,"('561897', '7/31/2011 15:24')","('17841.0',)",1.0
12744,"('1', '7/31/2011 15:24')","('17841.0', '561897')",1.0
12745,"('1', '17841.0', '561897')","('7/31/2011 15:24',)",1.0
12746,"('1', '17841.0', '7/31/2011 15:24')","('561897',)",1.0
12747,"('1', '561897', '7/31/2011 15:24')","('17841.0',)",1.0
12748,"(""ROLL WRAP 50'S RED CHRISTMAS "",)","('1.25',)",0.9655172413793104
12749,"('1.25', ""ROLL WRAP 50'S RED CHRISTMAS "")","('12',)",0.7142857142857143
12750,"('12', ""ROLL WRAP 50'S RED CHRISTMAS "")","('1.25',)",1.0
12751,"('12865.0',)","('562602', '8/8/2011 10:11')",0.9830508474576272
12752,"('562602',)","('12865.0', '8/8/2011 10:11')",1.0
12753,"('8/8/2011 10:11',)","('12865.0', '562602')",1.0
12754,"('12865.0', '562602')","('8/8/2011 10:11',)",1.0
12755,"('12865.0', '8/8/2011 10:11')","('562602',)",1.0
12756,"('562602', '8/8/2011 10:11')","('12865.0',)",1.0
12757,"('562670',)","('14911.0', '8/8/2011 13:42')",1.0
12758,"('8/8/2011 13:42',)","('14911.0', '562670')",1.0
12759,"('14911.0', '562670')","('8/8/2011 13:42',)",1.0
12760,"('14911.0', '8/8/2011 13:42')","('562670',)",1.0
12761,"('562670', '8/8/2011 13:42')","('14911.0',)",1.0
12762,"('563376',)","('15752.0', '8/16/2011 10:36')",1.0
12763,"('8/16/2011 10:36',)","('15752.0', '563376')",1.0
12764,"('15752.0', '563376')","('8/16/2011 10:36',)",1.0
12765,"('15752.0', '8/16/2011 10:36')","('563376',)",1.0
12766,"('563376', '8/16/2011 10:36')","('15752.0',)",1.0
12767,"('563944',)","('17581.0', '8/22/2011 10:08')",1.0
12768,"('8/22/2011 10:08',)","('17581.0', '563944')",1.0
12769,"('17581.0', '563944')","('8/22/2011 10:08',)",1.0
12770,"('17581.0', '8/22/2011 10:08')","('563944',)",1.0
12771,"('563944', '8/22/2011 10:08')","('17581.0',)",1.0
12772,"('HANGING QUILTED PATCHWORK APPLES',)","('0.83',)",0.9827586206896551
12773,"('12', 'HANGING QUILTED PATCHWORK APPLES')","('0.83',)",1.0
12774,"('14171.0',)","('565397', '9/2/2011 16:43')",1.0
12775,"('565397',)","('14171.0', '9/2/2011 16:43')",1.0
12776,"('9/2/2011 16:43',)","('14171.0', '565397')",1.0
12777,"('14171.0', '565397')","('9/2/2011 16:43',)",1.0
12778,"('14171.0', '9/2/2011 16:43')","('565397',)",1.0
12779,"('565397', '9/2/2011 16:43')","('14171.0',)",1.0
12780,"('565748',)","('14156.0', '9/6/2011 12:38')",1.0
12781,"('9/6/2011 12:38',)","('14156.0',)",0.8529411764705882
12782,"('14156.0', '565748')","('9/6/2011 12:38',)",1.0
12783,"('14156.0', '9/6/2011 12:38')","('565748',)",1.0
12784,"('565748', '9/6/2011 12:38')","('14156.0',)",1.0
12785,"('566010',)","('13700.0', '9/8/2011 12:05')",1.0
12786,"('9/8/2011 12:05',)","('13700.0', '566010')",1.0
12787,"('13700.0', '566010')","('9/8/2011 12:05',)",1.0
12788,"('13700.0', '9/8/2011 12:05')","('566010',)",1.0
12789,"('566010', '9/8/2011 12:05')","('13700.0',)",1.0
12790,"('567099',)","('15311.0', '9/16/2011 13:31')",1.0
12791,"('2', '567099')","('15311.0', '9/16/2011 13:31')",1.0
12792,"('9/16/2011 13:31',)","('15311.0', '567099')",1.0
12793,"('15311.0', '567099')","('9/16/2011 13:31',)",1.0
12794,"('15311.0', '9/16/2011 13:31')","('567099',)",1.0
12795,"('567099', '9/16/2011 13:31')","('15311.0',)",1.0
12796,"('2', '9/16/2011 13:31')","('15311.0', '567099')",1.0
12797,"('15311.0', '2', '567099')","('9/16/2011 13:31',)",1.0
12798,"('15311.0', '2', '9/16/2011 13:31')","('567099',)",1.0
12799,"('2', '567099', '9/16/2011 13:31')","('15311.0',)",1.0
12800,"('567378',)","('14911.0', '9/20/2011 10:01')",1.0
12801,"('9/20/2011 10:01',)","('14911.0', '567378')",1.0
12802,"('14911.0', '567378')","('9/20/2011 10:01',)",1.0
12803,"('14911.0', '9/20/2011 10:01')","('567378',)",1.0
12804,"('567378', '9/20/2011 10:01')","('14911.0',)",1.0
12805,"('568061',)","('1', '16910.0', '9/23/2011 13:12')",0.7241379310344828
12806,"('1', '568061')","('16910.0', '9/23/2011 13:12')",1.0
12807,"('16910.0', '568061')","('1', '9/23/2011 13:12')",0.7241379310344828
12808,"('9/23/2011 13:12',)","('1', '16910.0', '568061')",0.7241379310344828
12809,"('16910.0', '9/23/2011 13:12')","('1', '568061')",0.7241379310344828
12810,"('568061', '9/23/2011 13:12')","('1', '16910.0')",0.7241379310344828
12811,"('1', '9/23/2011 13:12')","('16910.0', '568061')",1.0
12812,"('1', '16910.0', '568061')","('9/23/2011 13:12',)",1.0
12813,"('1', '16910.0', '9/23/2011 13:12')","('568061',)",1.0
12814,"('1', '568061', '9/23/2011 13:12')","('16910.0',)",1.0
12815,"('16910.0', '568061', '9/23/2011 13:12')","('1',)",0.7241379310344828
12816,"('568510',)","('13555.0', '9/27/2011 12:26')",1.0
12817,"('9/27/2011 12:26',)","('13555.0',)",0.9206349206349206
12818,"('13555.0', '568510')","('9/27/2011 12:26',)",1.0
12819,"('13555.0', '9/27/2011 12:26')","('568510',)",1.0
12820,"('568510', '9/27/2011 12:26')","('13555.0',)",1.0
12821,"('569900',)","('10/6/2011 16:17', '17651.0')",1.0
12822,"('10/6/2011 16:17',)","('17651.0', '569900')",1.0
12823,"('10/6/2011 16:17', '17651.0')","('569900',)",1.0
12824,"('10/6/2011 16:17', '569900')","('17651.0',)",1.0
12825,"('17651.0', '569900')","('10/6/2011 16:17',)",1.0
12826,"('569983',)","('10/6/2011 19:49', '17231.0')",1.0
12827,"('10/6/2011 19:49',)","('17231.0', '569983')",1.0
12828,"('10/6/2011 19:49', '17231.0')","('569983',)",1.0
12829,"('10/6/2011 19:49', '569983')","('17231.0',)",1.0
12830,"('17231.0', '569983')","('10/6/2011 19:49',)",1.0
12831,"('12446.0',)","('10/13/2011 12:50', '571035')",1.0
12832,"('571035',)","('10/13/2011 12:50', '12446.0')",1.0
12833,"('10/13/2011 12:50',)","('12446.0', '571035')",1.0
12834,"('10/13/2011 12:50', '12446.0')","('571035',)",1.0
12835,"('10/13/2011 12:50', '571035')","('12446.0',)",1.0
12836,"('12446.0', '571035')","('10/13/2011 12:50',)",1.0
12837,"('Discount',)","('-1',)",0.9152542372881356
12838,"('12838.0',)","('12/1/2010 11:57', '536415')",1.0
12839,"('536415',)","('12/1/2010 11:57', '12838.0')",1.0
12840,"('12/1/2010 11:57',)","('12838.0', '536415')",1.0
12841,"('12/1/2010 11:57', '12838.0')","('536415',)",1.0
12842,"('12/1/2010 11:57', '536415')","('12838.0',)",1.0
12843,"('12838.0', '536415')","('12/1/2010 11:57',)",1.0
12844,"('HOOK, 1 HANGER ,MAGIC GARDEN',)","('0.85',)",0.9491525423728814
12845,"('OFFICE MUG WARMER CHOC+BLUE',)","('2.95',)",0.9491525423728814
12846,"('FRIDGE MAGNETS LA VIE EN ROSE',)","('0.85',)",0.9830508474576272
12847,"('12', 'FRIDGE MAGNETS LA VIE EN ROSE')","('0.85',)",1.0
12848,"('536637',)","('12/2/2010 11:35', '18041.0')",1.0
12849,"('1', '536637')","('12/2/2010 11:35', '18041.0')",1.0
12850,"('12/2/2010 11:35',)","('18041.0', '536637')",1.0
12851,"('12/2/2010 11:35', '18041.0')","('536637',)",1.0
12852,"('12/2/2010 11:35', '536637')","('18041.0',)",1.0
12853,"('18041.0', '536637')","('12/2/2010 11:35',)",1.0
12854,"('1', '12/2/2010 11:35')","('18041.0', '536637')",1.0
12855,"('1', '12/2/2010 11:35', '18041.0')","('536637',)",1.0
12856,"('1', '12/2/2010 11:35', '536637')","('18041.0',)",1.0
12857,"('1', '18041.0', '536637')","('12/2/2010 11:35',)",1.0
12858,"('SANDALWOOD FAN',)","('0.85',)",0.9661016949152542
12859,"('537208',)","('12/5/2010 15:12', '15889.0')",1.0
12860,"('12/5/2010 15:12', '15889.0')","('537208',)",1.0
12861,"('12/5/2010 15:12', '537208')","('15889.0',)",1.0
12862,"('15889.0', '537208')","('12/5/2010 15:12',)",1.0
12863,"('1', '15889.0')","('12/5/2010 15:12',)",0.7555555555555555
12864,"('1', '537208')","('12/5/2010 15:12', '15889.0')",1.0
12865,"('1', '12/5/2010 15:12', '15889.0')","('537208',)",1.0
12866,"('1', '12/5/2010 15:12', '537208')","('15889.0',)",1.0
12867,"('1', '15889.0', '537208')","('12/5/2010 15:12',)",1.0
12868,"('SET/3 ROSE CANDLE IN JEWELLED BOX',)","('4.25',)",0.9661016949152542
12869,"('FRENCH BLUE METAL DOOR SIGN 0',)","('1.25',)",1.0
12870,"('537362',)","('12/6/2010 12:34', '17596.0')",1.0
12871,"('1', '537362')","('12/6/2010 12:34', '17596.0')",1.0
12872,"('12/6/2010 12:34',)","('17596.0', '537362')",1.0
12873,"('12/6/2010 12:34', '17596.0')","('537362',)",1.0
12874,"('12/6/2010 12:34', '537362')","('17596.0',)",1.0
12875,"('17596.0', '537362')","('12/6/2010 12:34',)",1.0
12876,"('1', '12/6/2010 12:34')","('17596.0', '537362')",1.0
12877,"('1', '12/6/2010 12:34', '17596.0')","('537362',)",1.0
12878,"('1', '12/6/2010 12:34', '537362')","('17596.0',)",1.0
12879,"('1', '17596.0', '537362')","('12/6/2010 12:34',)",1.0
12880,"('BLOSSOM IMAGES GIFT WRAP SET',)","('0.65',)",0.8813559322033898
12881,"('538799',)","('12/14/2010 11:48', '15039.0')",1.0
12882,"('12/14/2010 11:48',)","('15039.0', '538799')",1.0
12883,"('12/14/2010 11:48', '15039.0')","('538799',)",1.0
12884,"('12/14/2010 11:48', '538799')","('15039.0',)",1.0
12885,"('15039.0', '538799')","('12/14/2010 11:48',)",1.0
12886,"('CERAMIC BOWL WITH LOVE HEART DESIGN',)","('0.83',)",0.8305084745762712
12887,"('BLUE EGG  SPOON',)","('0.12',)",0.9491525423728814
12888,"('24', 'BLUE EGG  SPOON')","('0.12',)",1.0
12889,"('DECORATION  BUTTERFLY  MAGIC GARDEN',)","('0.85',)",0.9830508474576272
12890,"('1/20/2011 12:16',)","('15529.0',)",0.855072463768116
12891,"('541658',)","('1/20/2011 12:16', '15529.0')",1.0
12892,"('1/20/2011 12:16', '15529.0')","('541658',)",1.0
12893,"('1/20/2011 12:16', '541658')","('15529.0',)",1.0
12894,"('15529.0', '541658')","('1/20/2011 12:16',)",1.0
12895,"('2/18/2011 13:26',)","('16726.0',)",0.9833333333333333
12896,"('544406',)","('16726.0', '2/18/2011 13:26')",1.0
12897,"('16726.0', '2/18/2011 13:26')","('544406',)",1.0
12898,"('16726.0', '544406')","('2/18/2011 13:26',)",1.0
12899,"('2/18/2011 13:26', '544406')","('16726.0',)",1.0
12900,"('545587',)","('14796.0', '3/4/2011 9:46')",1.0
12901,"('3/4/2011 9:46',)","('14796.0', '545587')",1.0
12902,"('14796.0', '3/4/2011 9:46')","('545587',)",1.0
12903,"('14796.0', '545587')","('3/4/2011 9:46',)",1.0
12904,"('3/4/2011 9:46', '545587')","('14796.0',)",1.0
12905,"('545797',)","('16225.0', '3/7/2011 12:17')",1.0
12906,"('3/7/2011 12:17',)","('16225.0', '545797')",1.0
12907,"('16225.0', '3/7/2011 12:17')","('545797',)",1.0
12908,"('16225.0', '545797')","('3/7/2011 12:17',)",1.0
12909,"('3/7/2011 12:17', '545797')","('16225.0',)",1.0
12910,"('545906',)","('15764.0', '3/8/2011 9:23')",1.0
12911,"('3/8/2011 9:23',)","('15764.0', '545906')",1.0
12912,"('15764.0', '3/8/2011 9:23')","('545906',)",1.0
12913,"('15764.0', '545906')","('3/8/2011 9:23',)",1.0
12914,"('3/8/2011 9:23', '545906')","('15764.0',)",1.0
12915,"('546108',)","('15529.0', '3/9/2011 12:35')",1.0
12916,"('3/9/2011 12:35',)","('15529.0', '546108')",1.0
12917,"('15529.0', '3/9/2011 12:35')","('546108',)",1.0
12918,"('15529.0', '546108')","('3/9/2011 12:35',)",1.0
12919,"('3/9/2011 12:35', '546108')","('15529.0',)",1.0
12920,"('550622',)","('13735.0', '4/19/2011 13:49')",1.0
12921,"('4/19/2011 13:49',)","('13735.0', '550622')",1.0
12922,"('13735.0', '4/19/2011 13:49')","('550622',)",1.0
12923,"('13735.0', '550622')","('4/19/2011 13:49',)",1.0
12924,"('4/19/2011 13:49', '550622')","('13735.0',)",1.0
12925,"('550906',)","('14298.0', '4/21/2011 12:34')",1.0
12926,"('4/21/2011 12:34',)","('14298.0', '550906')",1.0
12927,"('14298.0', '4/21/2011 12:34')","('550906',)",1.0
12928,"('14298.0', '550906')","('4/21/2011 12:34',)",1.0
12929,"('4/21/2011 12:34', '550906')","('14298.0',)",1.0
12930,"('551440',)","('15311.0', '4/28/2011 15:29')",1.0
12931,"('1', '551440')","('15311.0', '4/28/2011 15:29')",1.0
12932,"('4/28/2011 15:29',)","('15311.0', '551440')",1.0
12933,"('15311.0', '4/28/2011 15:29')","('551440',)",1.0
12934,"('15311.0', '551440')","('4/28/2011 15:29',)",1.0
12935,"('4/28/2011 15:29', '551440')","('15311.0',)",1.0
12936,"('1', '4/28/2011 15:29')","('15311.0', '551440')",1.0
12937,"('1', '15311.0', '4/28/2011 15:29')","('551440',)",1.0
12938,"('1', '15311.0', '551440')","('4/28/2011 15:29',)",1.0
12939,"('1', '4/28/2011 15:29', '551440')","('15311.0',)",1.0
12940,"('552318',)","('17231.0', '5/8/2011 16:13')",1.0
12941,"('5/8/2011 16:13',)","('17231.0', '552318')",1.0
12942,"('17231.0', '5/8/2011 16:13')","('552318',)",1.0
12943,"('17231.0', '552318')","('5/8/2011 16:13',)",1.0
12944,"('5/8/2011 16:13', '552318')","('17231.0',)",1.0
12945,"('553005',)","('14651.0', '5/12/2011 16:29')",1.0
12946,"('5/12/2011 16:29',)","('14651.0', '553005')",1.0
12947,"('14651.0', '5/12/2011 16:29')","('553005',)",1.0
12948,"('14651.0', '553005')","('5/12/2011 16:29',)",1.0
12949,"('5/12/2011 16:29', '553005')","('14651.0',)",1.0
12950,"('553184',)","('13232.0', '5/15/2011 12:33')",1.0
12951,"('5/15/2011 12:33',)","('13232.0', '553184')",1.0
12952,"('13232.0', '5/15/2011 12:33')","('553184',)",1.0
12953,"('13232.0', '553184')","('5/15/2011 12:33',)",1.0
12954,"('5/15/2011 12:33', '553184')","('13232.0',)",1.0
12955,"('SET 10 NIGHT OWL LIGHTS',)","('6.75',)",0.9152542372881356
12956,"('555573',)","('15349.0', '6/5/2011 15:46')",1.0
12957,"('6/5/2011 15:46',)","('15349.0',)",0.7195121951219512
12958,"('15349.0', '555573')","('6/5/2011 15:46',)",1.0
12959,"('15349.0', '6/5/2011 15:46')","('555573',)",1.0
12960,"('555573', '6/5/2011 15:46')","('15349.0',)",1.0
12961,"('557328',)","('1', '14646.0', '6/20/2011 9:53')",0.9830508474576272
12962,"('1', '557328')","('14646.0', '6/20/2011 9:53')",1.0
12963,"('14646.0', '557328')","('1', '6/20/2011 9:53')",0.9830508474576272
12964,"('6/20/2011 9:53',)","('1', '14646.0', '557328')",0.9830508474576272
12965,"('14646.0', '6/20/2011 9:53')","('1', '557328')",0.9830508474576272
12966,"('557328', '6/20/2011 9:53')","('1', '14646.0')",0.9830508474576272
12967,"('1', '6/20/2011 9:53')","('14646.0', '557328')",1.0
12968,"('1', '14646.0', '557328')","('6/20/2011 9:53',)",1.0
12969,"('1', '14646.0', '6/20/2011 9:53')","('557328',)",1.0
12970,"('1', '557328', '6/20/2011 9:53')","('14646.0',)",1.0
12971,"('14646.0', '557328', '6/20/2011 9:53')","('1',)",0.9830508474576272
12972,"('IVORY REFECTORY CLOCK',)","('9.95',)",0.9152542372881356
12973,"('2', 'IVORY REFECTORY CLOCK')","('9.95',)",1.0
12974,"('15987.0',)","('560018', '7/14/2011 12:52')",0.7662337662337663
12975,"('560018',)","('15987.0', '7/14/2011 12:52')",1.0
12976,"('1', '15987.0')","('560018', '7/14/2011 12:52')",0.9743589743589743
12977,"('1', '560018')","('15987.0', '7/14/2011 12:52')",1.0
12978,"('7/14/2011 12:52',)","('15987.0', '560018')",1.0
12979,"('15987.0', '560018')","('7/14/2011 12:52',)",1.0
12980,"('15987.0', '7/14/2011 12:52')","('560018',)",1.0
12981,"('560018', '7/14/2011 12:52')","('15987.0',)",1.0
12982,"('1', '7/14/2011 12:52')","('15987.0', '560018')",1.0
12983,"('1', '15987.0', '560018')","('7/14/2011 12:52',)",1.0
12984,"('1', '15987.0', '7/14/2011 12:52')","('560018',)",1.0
12985,"('1', '560018', '7/14/2011 12:52')","('15987.0',)",1.0
12986,"('562539',)","('17220.0', '8/5/2011 15:30')",1.0
12987,"('8/5/2011 15:30',)","('17220.0', '562539')",1.0
12988,"('17220.0', '562539')","('8/5/2011 15:30',)",1.0
12989,"('17220.0', '8/5/2011 15:30')","('562539',)",1.0
12990,"('562539', '8/5/2011 15:30')","('17220.0',)",1.0
12991,"('CHILDRENS TOY COOKING UTENSIL SET',)","('2.08',)",0.9322033898305084
12992,"('565152',)","('17799.0', '9/1/2011 14:42')",1.0
12993,"('9/1/2011 14:42',)","('17799.0', '565152')",1.0
12994,"('17799.0', '565152')","('9/1/2011 14:42',)",1.0
12995,"('17799.0', '9/1/2011 14:42')","('565152',)",1.0
12996,"('565152', '9/1/2011 14:42')","('17799.0',)",1.0
12997,"('7.46',)","('1', '14096.0')",0.711864406779661
12998,"('1', '7.46')","('14096.0',)",1.0
12999,"('14096.0', '7.46')","('1',)",0.711864406779661
13000,"('566033',)","('16031.0', '9/8/2011 13:07')",1.0
13001,"('1', '16031.0')","('566033', '9/8/2011 13:07')",0.7142857142857143
13002,"('1', '566033')","('16031.0', '9/8/2011 13:07')",1.0
13003,"('9/8/2011 13:07',)","('16031.0', '566033')",1.0
13004,"('16031.0', '566033')","('9/8/2011 13:07',)",1.0
13005,"('16031.0', '9/8/2011 13:07')","('566033',)",1.0
13006,"('566033', '9/8/2011 13:07')","('16031.0',)",1.0
13007,"('1', '9/8/2011 13:07')","('16031.0', '566033')",1.0
13008,"('1', '16031.0', '566033')","('9/8/2011 13:07',)",1.0
13009,"('1', '16031.0', '9/8/2011 13:07')","('566033',)",1.0
13010,"('1', '566033', '9/8/2011 13:07')","('16031.0',)",1.0
13011,"('567475',)","('16360.0', '9/20/2011 13:11')",1.0
13012,"('9/20/2011 13:11',)","('16360.0', '567475')",1.0
13013,"('16360.0', '567475')","('9/20/2011 13:11',)",1.0
13014,"('16360.0', '9/20/2011 13:11')","('567475',)",1.0
13015,"('567475', '9/20/2011 13:11')","('16360.0',)",1.0
13016,"('568991',)","('18204.0', '9/29/2011 16:44')",1.0
13017,"('9/29/2011 16:44',)","('18204.0', '568991')",1.0
13018,"('18204.0', '568991')","('9/29/2011 16:44',)",1.0
13019,"('18204.0', '9/29/2011 16:44')","('568991',)",1.0
13020,"('568991', '9/29/2011 16:44')","('18204.0',)",1.0
13021,"('569424',)","('10/4/2011 10:49', '15529.0')",1.0
13022,"('10/4/2011 10:49',)","('15529.0', '569424')",1.0
13023,"('10/4/2011 10:49', '15529.0')","('569424',)",1.0
13024,"('10/4/2011 10:49', '569424')","('15529.0',)",1.0
13025,"('15529.0', '569424')","('10/4/2011 10:49',)",1.0
13026,"('BAG 500g SWIRLY MARBLES',)","('1.65',)",0.95
13027,"('4 IVORY DINNER CANDLES SILVER FLOCK',)","('2.55',)",0.85
13028,"('PEACE WOODEN BLOCK LETTERS',)","('6.95',)",0.95
13029,"('CHRISTMAS RETROSPOT STAR WOOD',)","('0.85',)",0.95
13030,"('ROCKING HORSE GREEN CHRISTMAS ',)","('0.85',)",0.9833333333333333
13031,"('YULETIDE IMAGES GIFT WRAP SET',)","('0.65',)",0.85
13032,"('RETRO PLASTIC ELEPHANT TRAY',)","('0.85',)",0.95
13033,"('RECYCLED PENCIL WITH RABBIT ERASER',)","('0.21',)",0.9333333333333333
13034,"('CHARLIE AND LOLA TABLE TINS',)","('1.95',)",0.9
13035,"('ETCHED GLASS COASTER',)","('0.39',)",0.85
13036,"('BATHROOM METAL SIGN ',)","('1.45',)",0.9166666666666666
13037,"('537794',)","('12/8/2010 13:01', '16713.0')",1.0
13038,"('12/8/2010 13:01',)","('16713.0', '537794')",1.0
13039,"('12/8/2010 13:01', '16713.0')","('537794',)",1.0
13040,"('12/8/2010 13:01', '537794')","('16713.0',)",1.0
13041,"('16713.0', '537794')","('12/8/2010 13:01',)",1.0
13042,"('538040',)","('12/9/2010 13:08', '16520.0')",1.0
13043,"('12/9/2010 13:08',)","('16520.0', '538040')",1.0
13044,"('12/9/2010 13:08', '16520.0')","('538040',)",1.0
13045,"('12/9/2010 13:08', '538040')","('16520.0',)",1.0
13046,"('16520.0', '538040')","('12/9/2010 13:08',)",1.0
13047,"('538205',)","('12/10/2010 11:24', '12748.0')",1.0
13048,"('1', '538205')","('12/10/2010 11:24', '12748.0')",1.0
13049,"('12/10/2010 11:24',)","('12748.0', '538205')",1.0
13050,"('12/10/2010 11:24', '12748.0')","('538205',)",1.0
13051,"('12/10/2010 11:24', '538205')","('12748.0',)",1.0
13052,"('12748.0', '538205')","('12/10/2010 11:24',)",1.0
13053,"('1', '12/10/2010 11:24')","('12748.0', '538205')",1.0
13054,"('1', '12/10/2010 11:24', '12748.0')","('538205',)",1.0
13055,"('1', '12/10/2010 11:24', '538205')","('12748.0',)",1.0
13056,"('1', '12748.0', '538205')","('12/10/2010 11:24',)",1.0
13057,"('WHEELBARROW FOR CHILDREN ',)","('12.75',)",0.9833333333333333
13058,"('1', 'WHEELBARROW FOR CHILDREN ')","('12.75',)",1.0
13059,"('542399',)","('1/27/2011 15:38', '15549.0')",1.0
13060,"('1/27/2011 15:38',)","('15549.0', '542399')",1.0
13061,"('1/27/2011 15:38', '15549.0')","('542399',)",1.0
13062,"('1/27/2011 15:38', '542399')","('15549.0',)",1.0
13063,"('15549.0', '542399')","('1/27/2011 15:38',)",1.0
13064,"('542607',)","('1/30/2011 13:48', '13148.0')",1.0
13065,"('1/30/2011 13:48',)","('13148.0', '542607')",1.0
13066,"('1/30/2011 13:48', '13148.0')","('542607',)",1.0
13067,"('1/30/2011 13:48', '542607')","('13148.0',)",1.0
13068,"('13148.0', '542607')","('1/30/2011 13:48',)",1.0
13069,"('CHERRY BLOSSOM DECORATIVE FLASK',)","('3.75',)",0.9833333333333333
13070,"('17537.0',)","('2/9/2011 13:37', '543535')",1.0
13071,"('543535',)","('17537.0', '2/9/2011 13:37')",1.0
13072,"('1', '17537.0')","('2/9/2011 13:37', '543535')",1.0
13073,"('1', '543535')","('17537.0', '2/9/2011 13:37')",1.0
13074,"('2/9/2011 13:37',)","('17537.0', '543535')",1.0
13075,"('17537.0', '2/9/2011 13:37')","('543535',)",1.0
13076,"('17537.0', '543535')","('2/9/2011 13:37',)",1.0
13077,"('2/9/2011 13:37', '543535')","('17537.0',)",1.0
13078,"('1', '2/9/2011 13:37')","('17537.0', '543535')",1.0
13079,"('1', '17537.0', '2/9/2011 13:37')","('543535',)",1.0
13080,"('1', '17537.0', '543535')","('2/9/2011 13:37',)",1.0
13081,"('1', '2/9/2011 13:37', '543535')","('17537.0',)",1.0
13082,"('544293',)","('17954.0', '2/17/2011 12:42')",1.0
13083,"('17954.0', '2/17/2011 12:42')","('544293',)",1.0
13084,"('17954.0', '544293')","('2/17/2011 12:42',)",1.0
13085,"('2/17/2011 12:42', '544293')","('17954.0',)",1.0
13086,"('545688',)","('16033.0', '3/6/2011 12:42')",1.0
13087,"('3/6/2011 12:42',)","('16033.0', '545688')",1.0
13088,"('16033.0', '3/6/2011 12:42')","('545688',)",1.0
13089,"('16033.0', '545688')","('3/6/2011 12:42',)",1.0
13090,"('3/6/2011 12:42', '545688')","('16033.0',)",1.0
13091,"('546365',)","('12520.0', '3/11/2011 11:35')",1.0
13092,"('3/11/2011 11:35',)","('12520.0', '546365')",1.0
13093,"('12520.0', '3/11/2011 11:35')","('546365',)",1.0
13094,"('12520.0', '546365')","('3/11/2011 11:35',)",1.0
13095,"('3/11/2011 11:35', '546365')","('12520.0',)",1.0
13096,"('547069',)","('16710.0', '3/20/2011 13:52')",1.0
13097,"('3/20/2011 13:52',)","('16710.0', '547069')",1.0
13098,"('16710.0', '3/20/2011 13:52')","('547069',)",1.0
13099,"('16710.0', '547069')","('3/20/2011 13:52',)",1.0
13100,"('3/20/2011 13:52', '547069')","('16710.0',)",1.0
13101,"('547896',)","('17841.0', '3/28/2011 11:34')",1.0
13102,"('1', '547896')","('17841.0', '3/28/2011 11:34')",1.0
13103,"('3/28/2011 11:34',)","('17841.0', '547896')",1.0
13104,"('17841.0', '3/28/2011 11:34')","('547896',)",1.0
13105,"('17841.0', '547896')","('3/28/2011 11:34',)",1.0
13106,"('3/28/2011 11:34', '547896')","('17841.0',)",1.0
13107,"('1', '3/28/2011 11:34')","('17841.0', '547896')",1.0
13108,"('1', '17841.0', '3/28/2011 11:34')","('547896',)",1.0
13109,"('1', '17841.0', '547896')","('3/28/2011 11:34',)",1.0
13110,"('1', '3/28/2011 11:34', '547896')","('17841.0',)",1.0
13111,"('547918',)","('15249.0', '3/28/2011 12:49')",1.0
13112,"('3/28/2011 12:49',)","('15249.0', '547918')",1.0
13113,"('15249.0', '3/28/2011 12:49')","('547918',)",1.0
13114,"('15249.0', '547918')","('3/28/2011 12:49',)",1.0
13115,"('3/28/2011 12:49', '547918')","('15249.0',)",1.0
13116,"('549099',)","('16241.0', '4/6/2011 11:07')",1.0
13117,"('1', '549099')","('16241.0', '4/6/2011 11:07')",1.0
13118,"('4/6/2011 11:07',)","('16241.0', '549099')",1.0
13119,"('16241.0', '4/6/2011 11:07')","('549099',)",1.0
13120,"('16241.0', '549099')","('4/6/2011 11:07',)",1.0
13121,"('4/6/2011 11:07', '549099')","('16241.0',)",1.0
13122,"('1', '4/6/2011 11:07')","('16241.0', '549099')",1.0
13123,"('1', '16241.0', '4/6/2011 11:07')","('549099',)",1.0
13124,"('1', '16241.0', '549099')","('4/6/2011 11:07',)",1.0
13125,"('1', '4/6/2011 11:07', '549099')","('16241.0',)",1.0
13126,"('549262',)","('14465.0', '4/7/2011 12:38')",1.0
13127,"('1', '549262')","('14465.0', '4/7/2011 12:38')",1.0
13128,"('4/7/2011 12:38',)","('14465.0', '549262')",1.0
13129,"('14465.0', '4/7/2011 12:38')","('549262',)",1.0
